"citation_id","study_id","response_id","pub_journal","pub_year","pub_number_experiments","pub_primary_secondary","pub_primary_secondary_source","pub_comments","experiment","exp_pop","exp_pop_source","exp_level_random","exp_level_random_source","exp_exp_unit","exp_obs_unit","exp_random_procedure","exp_random_procedure_source","exp_treatment_cond_num","exp_treatment_cond_num_source","exp_comments","dep_present","dep_types","dep_describe","dep_comments","partial_type","partial_type_detail","partial_standardization","partial_diversity","partial_standardization_diversity_source","partial_assign","partial_assign_type","partial_assign_detail","partial_assign_source","partial_size","partial_size_avg","partial_size_min","partial_size_max","partial_comments","analytical_outcome","analytical_goal","analytical_statistical_analysis","analytical_statistical_analysis_source","analytical_outcome_type","analytical_repeated","analytical_hierarchcial","analytical_crossclassified","analytical_multimembership","analytical_partial_cluster","analytical_other","analytical_dep_detail","analytical_partial_cluster_assign","analytical_partial_cluster_assign_source","analytical_comments","journal_type","partial_nest","partial_class","exp_treatment_provider_percent","exp_treatment_group_percent","obs_treatment_provider_percent","obs_treatment_group_percent","Score"
"111575049","111575049","28414","Prevention Science","2021","1","First publication of the study’s results","647, Setting, Sample, and Participants",NA,"1","public middle schools students in Mexico","647, Setting, Sample, and Participants","Cluster","645, Abstract","School","Student","Block/Stratified","647, Setting, Sample, and Participants","3","648, Figure 1",NA,"Yes","Hierarchical clustering,Repeated measures","Repeated Measures: Pre and Post ~ Hierarchical Clustering: Students nested in schools nested in geographic site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 Frequency of Substance use (alcohol, cigarettes, marijuana, any other illicit drugs and inhalants)","Total Effect estimation","baseline  adjusted general linear models to assess the intervention effects,  using the dummy variable contrasts of intervention condition,  controlling for the outcome as measured at the pretest. The tests  employed full-information maximum likelihood (FIML) estima tion in MPlus 7.0 to account for attrition to the post-test (27%),  using a robust maximum likelihood estimator (MLR) to adjust  for any non-normal distributions in the outcomes, and correct ing for stratification by geographic site and clustering (random  effects) by school.","650, Plan of Analyses","Non-normal Continuous","Other","Random effects,Robust variance estimation",NA,NA,NA,NA,"hierarchical clusters: Schools were treated as random effects and robust variance estimation was used",NA,NA,NA,"Health","No-PN",NA,NA,NA,NA,NA,64
"111566839","111566839","28517","Journal of Educational Psychology","2022","1","First publication of the study’s results","334, Transparency and Openness",NA,"1","kindergarten-to-ninth grade charter school teachers","334, Participants","Mix","334, Participants","Teacher and Teacher groups","Teacher and Students","Block/Stratified","334, Participants","2","334, Participants",NA,"Yes","Partially Nested Clusters,Cross Classified Clusters","Partially Nested Clusters: Teachers participating in treatment training in partners ~ Cross Classified Clusters: Teachers were nested under teaching groups (randomization cluster) and separately nested under having a shared focal student (not randomized)",NA,"Group Setting","90-min training exercise for all the treatment teacher while they worked in pairs to reflect on their focal student","No","No","338, Intervention","No","Natural (Non-Random)","Not Described",NA,"Yes","2","2","2",NA,"(10 total outcomes) 5 latent constructs for teachers measuring effort, confidence, student similarity, positive and negative relations with students ~ 2 latent outcomes on students positive and negative relations with teacher ~ Student disciplinary incidents ~ Student Test Scores ~  Student competencies","Total Effect estimation","generalized linear regression models with wild bootstrap","338, Analytic Approach","Discrete Counts,Continuous,Other",NA,NA,"Random effects",NA,"Ignored",NA,NA,"No",NA,NA,"Education","PN","Complex-PNRD",0,0.5,0,0.5,1
"111571071","111571071","28567","Aids and Behavior","2022","1","First publication of the study’s results","3282, Introduction",NA,"1","Young men who have sex with men in the United States","3981, Abstract","Individual","3982, Participants","Participant",NA,"Block/Stratified","3982, Participants","2","3982, Participants",NA,"Yes","Hierarchical clustering,Repeated measures","Repeated Measures: Baseline, 3 month, 6 month measures ~ Hierarchical Clustering: Participants nested within clinical sites",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIV testing and PrEP initiation","Total Effect estimation,Moderation/effect heterogeneity","Fisher’s exact tests ~ Risk ratios","3985, Statistical Analysis","Nominal category","Other","Ignored",NA,NA,NA,NA,NA,NA,NA,"Repeated Measures were analysis cross sectionally. The block clusters were ignored in the study.","Health","No-PN",NA,NA,NA,NA,NA,47
"111570022","111570022","27081","Health Psychology","2020","1","First publication of the study’s results","1039, Participants",NA,"1","individuals 40-60 years of age and with a body mass index (BMI) of 30 to 40  kg/m2","1039, Participants","Individual","1039, Randomization","Participants",NA,"Complete/Ratio","1039, Randomization","3","1039, Randomization",NA,"Yes","Partially Nested Clusters,Repeated measures","Repeated measures: 4 repeated measures ~ Partially Nested Clusters: One treatment condition had dyads due to treatment, the other condition had mentors in treatment ~","Different types of partially nested clusters across multiple treatment conditions","Treatment Provider,Group Setting","Group Setting: In Peer support condition shared group setting being in dyad ~ Treatment provider: In Mentor condition supported  two to three participants.","No","Yes","1041, Reduced Intensity Behavioral Weight Loss Program  Plus Mentor Support (rBWL Mentor) ~ 1040, Reduced intensity behavioral weight loss program plus peer  support (rBWL  Peer)","Yes","Randomized within Blocks/Strata","Peers and Mentors were randomized to participants within gender of the participants","1041, Reduced Intensity Behavioral Weight Loss Program  Plus Mentor Support (rBWL Mentor) ~ 1040, Reduced intensity behavioral weight loss program plus peer  support (rBWL  Peer)","Yes","Dyads: 2 ~ Mentors:  NA","Dyads: 2 ~ Mentors:  2","Dyads: 2 ~ Mentors:  3",NA,"weight loss","Total Effect estimation,Other","Analysis for the main outcome, weight loss,  used a multilevel framework such that time was nested within  participant.  The empty model was obtained to calculate the ICC and random effects on intercepts. The dyadic effects for rBWL Peer and rBWL Mentor groups were  calculated over time by using ICCs at each time point.","1041,  Statistical Analyses","Continuous","Random effects",NA,NA,NA,"Random effects,Ignored,Other",NA,"ICCs were calculated for the partial clusters but ignored in the treatment effect model which only did random repeated measures","No","Did not account for gender in estimating ICC.","The other in analysis was the exploring ICC over time.","Health","PN","MultiGroup IRD",1,1,NA,NA,70
"111569894","111569894","28544","Health Psychology","2021","1","First publication of the study’s results","78, Hypotheses",NA,"1","Older German adults","77, Abstract","Individual","80, Procedure","Participant",NA,"Other","80, Procedure","3","78, Overview",NA,"Yes","Repeated measures","Repeated measures: 3 time points of observation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Knowledge Acquisition, Knowledge Decay, 5C Psychological Antecedents of Vaccination, Vaccination Intention, Vaccination Behavior","Total Effect estimation","mixed-measurements analyses of covariance (ANCOVAs), using leaflet condition as between-subjects factor and time as within subjects factor, were conducted with the control variables age, gender, education","80, Statistical Analyses","Continuous","Other",NA,NA,NA,NA,NA,NA,NA,NA,"Repeated Measures were handled with an ANOVA framework","Health","No-PN",NA,NA,NA,NA,NA,51
"111568502","111568502","28479","Journal of Consulting and Clinical Psychology","2021","1","First publication of the study’s results","972, Method",NA,"1","Chinese with at least moderate level of depressive","970, Abstract","Individual","972, Study Population and Procedure","Participant",NA,"Complete/Ratio","972, Study Population and Procedure","2","977, Figure 2",NA,"Yes","Repeated measures","Repeated Measures: Baseline, post and follow-up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"depressive symptoms measured using the Patient Health Questionnaire","Total Effect estimation","The efficacy of Lifestyle Hub was evaluated using a linear mixed-effects model (LMM) from baseline to Week 9","976, Statistical Analyses","Continuous","Random effects",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health","No-PN",NA,NA,NA,NA,NA,71
"111564887","111564887","28497","Journal of Consulting and Clinical Psychology","2024","1","Based on data that have been previously published","422, Footnote",NA,"1","U.S. military veterans with PTSD","422, Abstract","Individual","424, Procedure","Participants",NA,"Simple/Probability","424, Procedure","2","424, Procedure",NA,"Yes","Repeated measures","Repeated Measures: PTSD symptom severity recorded for 9 sessions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Change in PTSD symptom severity overtime","Total Effect estimation","Network Intervention Analysis with mixed graphical model mgm in R","425-426, Statistical Analysis","Continuous","Other",NA,NA,NA,NA,NA,NA,NA,NA,"Change scores were analysis at each time point using mixed graphical model","Health","No-PN",NA,NA,NA,NA,NA,25
"111565394","111565394","28481","Journal of Consulting and Clinical Psychology","2023","1","Based on data that have been previously published","1, Footnote",NA,"1","school district employees","3, Participants and Procedures","Individual","3, Participants and Procedures","Participant",NA,"Simple/Probability","1901, Study Design and Participants (Hirshberg, Frye, et al. 2022)","2","3, Participants and Procedures",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health","No-PN",NA,NA,NA,NA,NA,23
"111569002","111569002","28621","Evaluation Review","2023","1","Based on data that have been previously published","710, Analytic Strategy",NA,"1","Pre K and Kindergarten Students in New York City","708, Sample","Mix","704, Figure 1","Sites and Students","Students","Block/Stratified","705,  Design of Making Pre-K Count and High 5s","3","704, Figure 1","Randomization was done for sites for Pre-K intervention then in Kindergarten randomization was done individually for High 5s program.","Yes","Hierarchical clustering,Partially Nested Clusters","Hierarchical clustering: Students nested in Sites ~ Partially Nested Clusters: Students in a High 5 clubs condition were in shared group setting with facilitator",NA,"Treatment Provider,Group Setting","Students in the High 5 treatment condition outside of instructional time had small group math club led by a facilitator","Yes","Yes","11-12, Training and Supervision (Jacob, Erickson, and Mattera, 2018)","No","Natural (Non-Random)","Not Described",NA,"Yes","Group Setting: 4 students","Group Setting: 3 Students","Group Setting: 5 Students",NA,"Test scores on REMA-K and Woodcock Johnson applied problems","Other","For the effect of one year of math enrichment  Multilevel two-level model was used and for the effect of high five a single level model was used with site fixed effects","711-712, Analytic Strategy","Continuous",NA,"Random effects,Fixed effects",NA,NA,"Ignored",NA,"Two models were used depending on the treatment contrast of interest. For the effect that was randomized at the cluster level the model at random intercept for sites and the for the effect that was randomized at the individual level site was treated as a fixed effect","No",NA,"The goal of this paper was to showcase sensitivity analysis rather then provide impact estimates which have been published elsewhere.","Health","PN","Complex-PNRD",0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,51
"111576048","111576048","28568","Prevention Science","2021","1","Based on data that have been previously published","176, Method",NA,"1","Middle School youth in high-risk communities","177, Design and Sample","Cluster","177, Design and Sample","Schools","Student","Simple/Probability","177, Design and Sample","2","177, Design and Sample",NA,"Yes","Hierarchical clustering,Repeated measures","Repeated Measures: Baseline and Follow-up ~ Hierarchical clustering: Students nested within schools",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sexual Violence and Sexual Harassment","Total Effect estimation","within biological sex and cohort grops multiple group structural equation models with a maximum likelihood estimator on residuals from a linear regression that controls for a set of covariates","178, Statistical Analysis","Continuous","Other","Fixed effects",NA,NA,NA,NA,NA,NA,NA,"Repeated measures were analyzed cross sectionally","Health","No-PN",NA,NA,NA,NA,NA,51
"111571623","111571623","28521","Journal of Educational Research","2020","1","First publication of the study’s results","306, Participants",NA,"1","eighth-grade students of State Junior High Schools in Sukoharjo Regency","306, Participants","Cluster","306, Participants","Classroom","Students","Block/Stratified","306, Participants","3","306, Study design and hypotheses","The design is a 3 x 3 anova where one factor Model learning is randomized and multiple intelligences is not randomized.","Yes","Hierarchical clustering,Partially Nested Clusters","Hierarchical clustering: Students are nested within classroom and school ~ Partial Nested Clusters: Classrooms in treatment where students where further assigned to collaborative groups.",NA,"Group Setting","Group  Setting: Students in classrooms in treatment were assigned into collaborative groups based on their type of Multiple Intelligences to ensure each group was heterogeneously","No","Yes","308, Multiple Intelligences (MI)","No","Matching","Students took a survey that determined their Multiple Intelligences (MI) type (3 types) then within the classroom students were put into groups to ensure each group had various types of MI as group members","308, Multiple Intelligences (MI)","No",NA,NA,NA,NA,"Percent correct on mathematics learning test","Total Effect estimation","2 way anova with Scheffe method correction for p values","311, Results","Continuous",NA,"Ignored",NA,NA,"Ignored",NA,NA,"No",NA,NA,"Education","PN","Observational Group CRD",0,0,0,0.666666666666667,2
